,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,bloom_response_question_1,bloom_response_question_2
98,artifacts,a_1_bm_3,1,bed_to_microwave_app_new_telo_preserved,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,"a microwave, because the special","a bed.
Reason:"
98,artifacts,a_1_bm_3,2,bed_to_microwave_app_new_telo_preserved,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave. Even though it,a microwave. The reason is
98,artifacts,a_1_bm_3,3,bed_to_microwave_app_new_telo_preserved,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave. Because if they,"a microwave.
I think the"
98,artifacts,a_1_bm_3,4,bed_to_microwave_app_new_telo_preserved,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,"a microwave, but not a","a microwave, because the microwave"
98,artifacts,a_1_bm_3,5,bed_to_microwave_app_new_telo_preserved,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave. The special procedure,a microwave. Because the thing
99,artifacts,a_1_bm_4,1,bed_to_microwave_app_new_telo_changed,bed_to_microwave,bed,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave because it provides a,a microwave because the thing is
99,artifacts,a_1_bm_4,2,bed_to_microwave_app_new_telo_changed,bed_to_microwave,bed,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave. Why? Because,"a microwave.
It is because"
99,artifacts,a_1_bm_4,3,bed_to_microwave_app_new_telo_changed,bed_to_microwave,bed,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,"a microwave, because, it",a microwave. The very definition
99,artifacts,a_1_bm_4,4,bed_to_microwave_app_new_telo_changed,bed_to_microwave,bed,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave. I think that,a microwave. It provides a
99,artifacts,a_1_bm_4,5,bed_to_microwave_app_new_telo_changed,bed_to_microwave,bed,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave. This is because,a microwave. It was not
100,artifacts,a_2_bl_1,1,bed_to_lotion_app_original_telo_preserved,bed_to_lotion,bed,lotion,original,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,"床 (chuang), because","bed, because a bed is"
100,artifacts,a_2_bl_1,2,bed_to_lotion_app_original_telo_preserved,bed_to_lotion,bed,lotion,original,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,a bed. Because the thing,a bed. If we look
100,artifacts,a_2_bl_1,3,bed_to_lotion_app_original_telo_preserved,bed_to_lotion,bed,lotion,original,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,a bed. This is because,"床 (mattress), not"
100,artifacts,a_2_bl_1,4,bed_to_lotion_app_original_telo_preserved,bed_to_lotion,bed,lotion,original,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,a bed. Because the thing,"a bed.
Reason:"
100,artifacts,a_2_bl_1,5,bed_to_lotion_app_original_telo_preserved,bed_to_lotion,bed,lotion,original,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,床. The procedure they perform,"a bed. First, the"
101,artifacts,a_2_bl_2,1,bed_to_lotion_app_original_telo_changed,bed_to_lotion,bed,lotion,original,bed,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,a bed. There is nothing,a bed because the procedure has
101,artifacts,a_2_bl_2,2,bed_to_lotion_app_original_telo_changed,bed_to_lotion,bed,lotion,original,bed,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,a bed. Because the thing,a lotion because it provides
101,artifacts,a_2_bl_2,3,bed_to_lotion_app_original_telo_changed,bed_to_lotion,bed,lotion,original,bed,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,lotion. Why? Because,"a bed.
The reason is"
101,artifacts,a_2_bl_2,4,bed_to_lotion_app_original_telo_changed,bed_to_lotion,bed,lotion,original,bed,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,a bed. In the question,a bed. The reason is
101,artifacts,a_2_bl_2,5,bed_to_lotion_app_original_telo_changed,bed_to_lotion,bed,lotion,original,bed,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,a bed. I think the,"a bed, because a bed"
102,artifacts,a_2_bl_3,1,bed_to_lotion_app_new_telo_preserved,bed_to_lotion,bed,lotion,new,lotion,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,床 (a bed). The,床(bed). After all
102,artifacts,a_2_bl_3,2,bed_to_lotion_app_new_telo_preserved,bed_to_lotion,bed,lotion,new,lotion,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,床(bed) and not,lotion. Because it looks
102,artifacts,a_2_bl_3,3,bed_to_lotion_app_new_telo_preserved,bed_to_lotion,bed,lotion,new,lotion,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,a bed. Because a bed,"a bed, because the procedure"
102,artifacts,a_2_bl_3,4,bed_to_lotion_app_new_telo_preserved,bed_to_lotion,bed,lotion,new,lotion,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,床 (bed). If I,"a bed, because it’s a"
102,artifacts,a_2_bl_3,5,bed_to_lotion_app_new_telo_preserved,bed_to_lotion,bed,lotion,new,lotion,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,床. Because the thing after,a bed because the thing is
103,artifacts,a_2_bl_4,1,bed_to_lotion_app_new_telo_changed,bed_to_lotion,bed,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,床. The special procedure didn’t,床 (bed). We know
103,artifacts,a_2_bl_4,2,bed_to_lotion_app_new_telo_changed,bed_to_lotion,bed,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,not a bed or lotion,"lotion, not a bed"
103,artifacts,a_2_bl_4,3,bed_to_lotion_app_new_telo_changed,bed_to_lotion,bed,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,床(bed). I think,床. It provides a place
103,artifacts,a_2_bl_4,4,bed_to_lotion_app_new_telo_changed,bed_to_lotion,bed,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,"a bed.
Lotion is",a bed. Because the thing
103,artifacts,a_2_bl_4,5,bed_to_lotion_app_new_telo_changed,bed_to_lotion,bed,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,"a bed, because it is","a bed. Because, as"
104,artifacts,a_3_bk_1,1,bed_to_keychain_app_original_telo_preserved,bed_to_keychain,bed,keychain,original,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a bed. The thing is,a bed. Because the special
104,artifacts,a_3_bk_1,2,bed_to_keychain_app_original_telo_preserved,bed_to_keychain,bed,keychain,original,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"keychain, because it only",a bed. If they can
104,artifacts,a_3_bk_1,3,bed_to_keychain_app_original_telo_preserved,bed_to_keychain,bed,keychain,original,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain because the scientists,both a bed and a key
