,Unnamed: 0,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,bloom_response_scenario_1,bloom_response_scenario_1_retrieved,bloom_response_scenario_2,bloom_response_scenario_2_retrieved
10,194,artifacts,a_1_bm_3,1,bed_to_microwave_app_original_comp_changed_purpose_preserved,bed_to_microwave,bed,microwave,original,bed,changed,microwave,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave. If the,microwave,"a microwave, because if",microwave
11,194,artifacts,a_1_bm_3,2,bed_to_microwave_app_original_comp_changed_purpose_preserved,bed_to_microwave,bed,microwave,original,bed,changed,microwave,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a bed because you can,bed,a microwave. Because it,microwave
12,194,artifacts,a_1_bm_3,3,bed_to_microwave_app_original_comp_changed_purpose_preserved,bed_to_microwave,bed,microwave,original,bed,changed,microwave,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,"a microwave.
Question: The",microwave,"a microwave, not a",microwave
13,194,artifacts,a_1_bm_3,4,bed_to_microwave_app_original_comp_changed_purpose_preserved,bed_to_microwave,bed,microwave,original,bed,changed,microwave,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave because the device,microwave,a microwave. Because we,microwave
14,194,artifacts,a_1_bm_3,5,bed_to_microwave_app_original_comp_changed_purpose_preserved,bed_to_microwave,bed,microwave,original,bed,changed,microwave,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave. As it,microwave,microwave oven. Because it,microwave
15,195,artifacts,a_1_bm_4,1,bed_to_microwave_app_original_comp_changed_purpose_changed,bed_to_microwave,bed,microwave,original,bed,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food. ",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave. It is,microwave,both. It is a,unsure
16,195,artifacts,a_1_bm_4,2,bed_to_microwave_app_original_comp_changed_purpose_changed,bed_to_microwave,bed,microwave,original,bed,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food. ",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave oven. The,microwave,a microwave oven. The,microwave
17,195,artifacts,a_1_bm_4,3,bed_to_microwave_app_original_comp_changed_purpose_changed,bed_to_microwave,bed,microwave,original,bed,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food. ",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,"a microwave.
Reason:",microwave,a microwave because it was,microwave
18,195,artifacts,a_1_bm_4,4,bed_to_microwave_app_original_comp_changed_purpose_changed,bed_to_microwave,bed,microwave,original,bed,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food. ",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave. It is,microwave,a microwave. It looks,microwave
19,195,artifacts,a_1_bm_4,5,bed_to_microwave_app_original_comp_changed_purpose_changed,bed_to_microwave,bed,microwave,original,bed,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food. ",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,"a microwave, because you",microwave,"microwave, but I can’t",microwave
20,196,artifacts,a_1_bm_5,1,bed_to_microwave_app_new_comp_preserved_purpose_preserved,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep. ",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave. After all,microwave,a bed because the thing,bed
21,196,artifacts,a_1_bm_5,2,bed_to_microwave_app_new_comp_preserved_purpose_preserved,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep. ",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,"a bed.
The procedure",bed,"a microwave.
Because,",microwave
22,196,artifacts,a_1_bm_5,3,bed_to_microwave_app_new_comp_preserved_purpose_preserved,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep. ",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave. It has,microwave,"a microwave, because the",microwave
23,196,artifacts,a_1_bm_5,4,bed_to_microwave_app_new_comp_preserved_purpose_preserved,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep. ",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,microwave because it is made,microwave,a microwave because the thing,microwave
24,196,artifacts,a_1_bm_5,5,bed_to_microwave_app_new_comp_preserved_purpose_preserved,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep. ",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a bed because it provides,bed,a bed. Because the,bed
25,197,artifacts,a_1_bm_6,1,bed_to_microwave_app_new_comp_preserved_purpose_changed,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,"a microwave, because they",microwave,a microwave. Because the,microwave
26,197,artifacts,a_1_bm_6,2,bed_to_microwave_app_new_comp_preserved_purpose_changed,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a microwave. Since it,microwave,both. Although the thing,unsure
27,197,artifacts,a_1_bm_6,3,bed_to_microwave_app_new_comp_preserved_purpose_changed,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,a bed. Because it,bed,"a microwave, but I",microwave
28,197,artifacts,a_1_bm_6,4,bed_to_microwave_app_new_comp_preserved_purpose_changed,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,both. It is a,unsure,a microwave. The description,microwave
29,197,artifacts,a_1_bm_6,5,bed_to_microwave_app_new_comp_preserved_purpose_changed,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is,"a microwave.
I think",microwave,a microwave oven. It,microwave
