,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,bloom_response_scenario_1,bloom_response_scenario_1_retrieved,bloom_response_scenario_2,bloom_response_scenario_2_retrieved
51,living_natural_kinds,l_1_chickencow_4,4,chicken_to_cow_app_new_telo_changed,chicken_to_cow,chicken,cow,new,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a cow because the thing after,cow,a cow because they have given,cow
51,living_natural_kinds,l_1_chickencow_4,5,chicken_to_cow_app_new_telo_changed,chicken_to_cow,chicken,cow,new,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a chicken because the chicken has,chicken,a cow. Although it looks,cow
52,living_natural_kinds,l_2_chickenw_1,1,chicken_to_worm_app_original_telo_preserved,chicken_to_worm,chicken,worm,original,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"a chicken. For me,",chicken,a worm. The thing after,worm
52,living_natural_kinds,l_2_chickenw_1,2,chicken_to_worm_app_original_telo_preserved,chicken_to_worm,chicken,worm,original,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"a chicken, because it can",chicken,a chicken because it still looks,chicken
52,living_natural_kinds,l_2_chickenw_1,3,chicken_to_worm_app_original_telo_preserved,chicken_to_worm,chicken,worm,original,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"a chicken. Because, after",chicken,a chicken. If you look,chicken
52,living_natural_kinds,l_2_chickenw_1,4,chicken_to_worm_app_original_telo_preserved,chicken_to_worm,chicken,worm,original,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,chicken. Because they only changed,chicken,"a chicken, because it still",chicken
52,living_natural_kinds,l_2_chickenw_1,5,chicken_to_worm_app_original_telo_preserved,chicken_to_worm,chicken,worm,original,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,a chicken because it was made,chicken,a worm because the thing has,worm
53,living_natural_kinds,l_2_chickenw_2,1,chicken_to_worm_app_original_telo_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,a chicken. Even though the,chicken,a chicken. The chicken is,chicken
53,living_natural_kinds,l_2_chickenw_2,2,chicken_to_worm_app_original_telo_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"a chicken, because it is",chicken,a chicken. As the description,chicken
53,living_natural_kinds,l_2_chickenw_2,3,chicken_to_worm_app_original_telo_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"a chicken.
Reason: A",chicken,a chicken because it produces eggs,chicken
53,living_natural_kinds,l_2_chickenw_2,4,chicken_to_worm_app_original_telo_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,a chicken. If the operation,chicken,a worm. Because it is,worm
53,living_natural_kinds,l_2_chickenw_2,5,chicken_to_worm_app_original_telo_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,not a chicken because the thing,unsure,a worm. A worm is,worm
54,living_natural_kinds,l_2_chickenw_3,1,chicken_to_worm_app_new_telo_preserved,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,a worm. Why? Because,worm,a worm. The scientists just,worm
54,living_natural_kinds,l_2_chickenw_3,2,chicken_to_worm_app_new_telo_preserved,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"a worm, because of the",worm,a chicken. Because we know,chicken
54,living_natural_kinds,l_2_chickenw_3,3,chicken_to_worm_app_new_telo_preserved,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"a chicken. Because, it",chicken,"a chicken.
The thing is",chicken
54,living_natural_kinds,l_2_chickenw_3,4,chicken_to_worm_app_new_telo_preserved,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,a chicken. Because the thing,chicken,a chicken. Because it is,chicken
54,living_natural_kinds,l_2_chickenw_3,5,chicken_to_worm_app_new_telo_preserved,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"a chicken, not a worm",chicken,a chicken. The thing after,chicken
55,living_natural_kinds,l_2_chickenw_4,1,chicken_to_worm_app_new_telo_changed,chicken_to_worm,chicken,worm,new,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,a worm. Because the thing,worm,neither a chicken nor a worm,unsure
55,living_natural_kinds,l_2_chickenw_4,2,chicken_to_worm_app_new_telo_changed,chicken_to_worm,chicken,worm,new,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"a worm, because the thing",worm,a chicken. Why? Because,chicken
55,living_natural_kinds,l_2_chickenw_4,3,chicken_to_worm_app_new_telo_changed,chicken_to_worm,chicken,worm,new,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,a chicken because it looks like,chicken,a worm. If we think,worm
55,living_natural_kinds,l_2_chickenw_4,4,chicken_to_worm_app_new_telo_changed,chicken_to_worm,chicken,worm,new,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"a worm, because the thing",worm,a chicken. It is a,chicken
55,living_natural_kinds,l_2_chickenw_4,5,chicken_to_worm_app_new_telo_changed,chicken_to_worm,chicken,worm,new,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,a chicken. It is not,chicken,neither a chicken nor a worm,unsure
56,living_natural_kinds,l_3_chickenb_1,1,chicken_to_bat_app_original_telo_preserved,chicken_to_bat,chicken,bat,original,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,a chicken because it looked like,chicken,a chicken. If we examine,chicken
