Unnamed: 0,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,gpt3_response_question_1_1,categorization_rating
10,keil_1992,1,11,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","After the operation, the doctors had sewing needles.",needle
11,keil_1992,1,12,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
12,keil_1992,1,13,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles after the operation.,needle
13,keil_1992,1,14,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles after the operation.,needle
14,keil_1992,1,15,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
15,keil_1992,1,16,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
16,keil_1992,1,17,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
17,keil_1992,1,18,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","After the operation, the doctors had sewing needles.",needle
18,keil_1992,1,19,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors would have sewing needles after the operation.,needle
19,keil_1992,1,20,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",they had sewing needles,needle
20,keil_1992,1,21,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
21,keil_1992,1,22,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors would have sewing needles after the operation.,needle
22,keil_1992,1,23,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
23,keil_1992,1,24,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","After the operation, the doctors had sewing needles.",needle
24,keil_1992,1,25,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
25,keil_1992,1,26,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",After the operation the doctors had sewing needles.,needle
26,keil_1992,1,27,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had needles.,needle
27,keil_1992,1,28,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors would have sewing needles after the operation.,needle
28,keil_1992,1,29,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
29,keil_1992,1,30,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
30,keil_1992,1,31,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
31,keil_1992,1,32,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors would have sewing needles.,needle
32,keil_1992,1,33,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewage needles after the operation.,sewage needle
33,keil_1992,1,34,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
34,keil_1992,1,35,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
35,keil_1992,1,36,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles after the operation.,needle
36,keil_1992,1,37,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
37,keil_1992,1,38,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
38,keil_1992,1,39,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
39,keil_1992,1,40,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
40,keil_1992,1,41,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
41,keil_1992,1,42,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles after the operation.,needle
42,keil_1992,1,43,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","After the operation, the doctors had needles.",needle
43,keil_1992,1,44,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",They would have sewing needles.,needle
44,keil_1992,1,45,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
45,keil_1992,1,46,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",After the operation the doctors had needles.,needle
46,keil_1992,1,47,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors would have sewing needles after the operation.,needle
47,keil_1992,1,48,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","Poking a hole into the end of a bobby pin does not necessarily turn it into a sewing needle - so the doctors could still have a bobby pin, albeit a damaged one.",bobby pin
48,keil_1992,1,49,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","The doctors in this scenario would have sewing needles, as they would have sharpened and modified the bobby pins to create them.",sewing needle
49,keil_1992,1,50,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.,needle
